type|area|item|status|priority|reason_no|reason_en
frameworks|backend|WebFlux|TRIAL|FALSE|Rammeverk for async springapplikasjoner. Et spennende alternativ til Spring MVC. Bygget på Reactive.|Framework for async spring applications. An exciting alternative to Spring MVC. Built on Reactive.
frameworks|backend|NodeJS|TRIAL|FALSE|Et godt alternativ for BFF (backend for frontend). Passer høyt i stacken. Velegnet til applikasjoner som må tåle høy last, men med lavt cpu-forbruk.|A good option for BFF (backend for frontend). A good fit in the top section of the stack. Suitable for applications that must handle a high load, but with low cpu consumption.
frameworks|backend|SQLAlchemy ORM|TRIAL|FALSE|Veletablert ORM rammeverk i python applikasjoner|Well-established ORM framework for python applications
frameworks|backend|Koin|TRIAL|FALSE|Standard dependency injection rammeverk for Android-utvikling. På vei til å bli mer egnet for backendutvikling|Standard dependency injection framework for Android development. On the way to becoming more suitable for backend development
frameworks|backend|Ktorm|TRIAL|FALSE|ORM-rammeverk for Kotlin med god støtte for funksjonell programmering mot database. |ORM framework for Kotlin with good support for functional programming against database.
frameworks|backend|Ktor|TRIAL|FALSE|JetBrains eget web-rammeverk. I ferd med å bli en standard for Kotlin.|JetBrain's own web framework. Becoming a standard for Kotlin.
frameworks|backend|Play2 Framework|HOLD|FALSE|Popularitet daler, få nye prosjekter tar dette i bruk.  |Popularity is falling, few new projects are adopting this.
methods|backend|Reactive architecture|ADOPT|FALSE|Populært arkitekturvalg som underbygger et godt ytende system bestående av flere små tjenester.|Popular architecture choice that supports a well-performing system consisting of several small services.
methods|backend|DevOps|ADOPT|FALSE|Velprøvd metodikk for å sikre kontinuerlige leveranser med høy kvalitet og stabilitet|Proven methodology to ensure continuous deliveries with high quality and stability
methods|backend|Eventdriven|ADOPT|TRUE|Populært arkitekturvalg som underbygger et godt ytende system. En byggekloss på veien mot å bli datadrevet. Hjelper på oppdeling av systemer og å unngå tette koblinger.|Popular architecture choice that supports a high performing system. A building block on the road to becoming data-driven. 
methods|backend|IaC|ADOPT|TRUE|Infrastruktur som kode. Bidrar til selvdokumenterende, stabil, kostnadsbesparende og effektiv infrastruktur.|Infrastructure as code. Contributes to self-documenting, stable, cost-saving and efficient infrastructure.
methods|backend|Object-oriented programming|KEEP|FALSE|Veletablert bransjestandard. Fremdeles ofte den foretrukne metoden for å modellere et domene. |Well established and an industry standard. Still often the preferred method for modeling a domain.
methods|backend|SCRUM|KEEP|FALSE|God metodikk for å oppnå struktur og forutsigbarhet i team.|Good methodology for achieving structure and predictability in teams.
methods|backend|Functional programming|KEEP|FALSE|Veletablert bransjestandard. Har vokst frem som den foretrukne måten å lage lettlest kode som ikke er sårbare for trivielle feil.|Well established and an industry standard. Has emerged as the preferred way to create easy-to-read code that is not vulnerable to trivial errors.
methods|backend|Kanban|KEEP|FALSE|Godt alternativ til scrum for struktur i team med mindre definerte leveranser.|Good alternative to scrum for structure in teams with less defined deliverables.
methods|backend|Microservices|KEEP|FALSE|Veletablert bransjestandard. Sikrer skalerbarhet|Well established and an industry standard. Ensures scalability.
methods|backend|Service Mesh|TRIAL|FALSE|Bidrar til økt stabilitet og tjenesteorientert kommunikasjon i store systemer|Contributes to increased stability and service-oriented communication in large systems
methods|backend|OKR|TRIAL|FALSE|God strukturert metodikk for målstyring og resultatoppfølging. Kan bidra til økt eierskap av produktet.|Structured methodology for goal management and result follow-up. Can contribute to increased ownership of the product.
methods|backend|Serverless|TRIAL|FALSE|God løsning for små og lite ressurskrevende applikasjoner som gir stor fleksibilitet med tanke på både kostnad og skalering.|Good solution for small and low-resource applications that provide great flexibility in terms of both cost and scaling.
methods|backend|DevSecOps|TRIAL|FALSE|Stadig større behov for sikkerhet i løsninger gjør det nødvendig å ha dette som en integrert del av utviklingsløpet.|The increasing need for security in solutions makes it necessary to have this as an integrated part of the development process.
tools|backend|SNS|ADOPT|FALSE|God, enkel og strukturert serverless-tjeneste for notifikasjoner. Lett å ta ibruk.|Good, simple and structured serverless service for notifications. Easy to use.
tools|backend|SQS|ADOPT|FALSE|God, enkel og strukturert serverless-tjeneste for køfunksjonalitet. Lett å ta ibruk.|Good, simple and structured serverless service for queue functionality. Easy to use.
tools|backend|Owasp security checking|ADOPT|FALSE|Lett tilgjengelig og vedlikehold verktøy for sikkerhetstesting. Viktig del av DevSecOps|Easily accessible and maintainable tools for security testing. Important part of DevSecOps
tools|backend|Terraform|ADOPT|TRUE|Velprøvd og populært verktøy som dekker de fleste skyleverandører for å strukturere og versjonere infrastruktur som kode.|Proven and popular tool that covers most cloud providers for structuring and versioning infrastructure as code.
tools|backend|Redis|ADOPT|FALSE|Veletablert bransjestandard for cache for distribuerte systemer.|Well-established industry standard for caching for distributed systems.
tools|backend|Kafka|ADOPT|TRUE|Velprøvd og raskt verktøy for hendelseslogging.  |Proven and fast event logging tool.
tools|backend|GraalVM|TEST|FALSE|Spennende alternativ til JVM med lav starttid, optimalisert for lav ressursbruk.|Exciting alternative to JVM with low start time, optimized for low resource use.
tools|backend|AWS CDK|TEST|FALSE|Interessant verktøy for å skrive IaC med standard programmeringsspråk mot AWS.|Interesting tool for writing IaC with a standard programming language for provisioning AWS.
tools|backend|InfluxDB|TEST|FALSE|Database spesifikt bygget for tidsserier. |Database specifically built for time series.
tools|backend|EventStoreDB|TEST|FALSE|Spennende database designet for å passe inn i en eventdreven arkitektur.|Exciting database designed to fit into an event-driven architecture.
tools|backend|DynamoDB|KEEP|FALSE|Veletablert key-value store på AWS. |Well-established key-value store on AWS.
tools|backend|MSSQL Server|KEEP|FALSE|Veletablert DBMS som er lett å konfigurere. Spesielt egnet sammen med annen Microsoft-teknologi. Et godt valg dersom det ønskes et lisensiert alternativ til PostgreSql.|Well-established DBMS that is easy to configure. Especially suitable together with other Microsoft technology. A good choice if a licensed alternative to PostgreSql is desired.
tools|backend|Flyway/Liquibase|KEEP|FALSE|Velkjent og velprøvde verktøy for versjonering av relasjonelle databaser.|Well-known and proven tools for versioning relational databases.
tools|backend|ELK-stack|KEEP|FALSE|Velkjent og velprøvd verktøy for logging og loggovervåkning.|Well-known and proven tool for logging and log monitoring.
tools|backend|S3/simple storage|KEEP|FALSE|Veletablert objekt-lagring på AWS|Well-established object storage on AWS
tools|backend|PostgreSQL|KEEP|FALSE|Veletablert DBMS som er gratis. Fullgodt alternativ til de store, lisensierte løsningene. Støttes av de fleste ORM.|Well-established DBMS that is free. Very good alternative to the large, licensed solutions. Supported by most ORMs.
tools|backend|Kubernetes|KEEP|FALSE|Veletablert bransjestand for container-orkestrering.|Well-established industry standard for container orchestration.
tools|backend|BigQuery|TRIAL|FALSE|Managed, serverless og kraftig datavarehusløsning med gode muligheter for skalering og høy ytelse på store datamengder.|Managed, serverless and powerful data warehouse solution with good possibilities for scaling and high performance on large amounts of data.
tools|backend|MongoDB|TRIAL|FALSE|Velkjent og etablert dokumentdatabase. Et godt alternativ dersom en dokumentdatabase er nødvendig. Vurder om dokumentdatabase er riktig valg.|Well-known and established document database. A good alternative if a document database is needed. Consider whether a document database is the right choice for you.
tools|backend|Snyk|TRIAL|FALSE|Interessant verktøy for sikkerhetsanalyse. Viktig del av DevSecOps|Interesting tool for security analysis. Important part of DevSecOps
tools|backend|Azure Pipelines|TRIAL|FALSE|Interessant CI/CD-verktøy for Azure|Interesting CI/CD tool for Azure
tools|backend|Gitlab CI/CD|TRIAL|FALSE|Interessant CI/CD-verktøy|Interesting CI/CD tool
tools|backend|Github Actions|TRIAL|FALSE|Interessant CI/CD-verktøy|Interesting CI/CD tool
tools|backend|Kong|TRIAL|FALSE|Spennende og open source api management verktøy.|Exciting and open source api management tool.
tools|backend|MySql|HOLD|FALSE|Komplisert lisensieringsmodell. Bedre alternativer er tilgjengelig.|Complex licensing model. Better options are available.
tools|backend|OracleDB|HOLD|FALSE|Veletablert DBMS. Høy kostnad og fullgode alternativer er tilgjengelig.|Well established DBMS. High cost and other as good options are available.
tools|backend|Helm 2|HOLD|FALSE|Helm 3 er tilgjengelig, og trenger ikke tiller-server|Helm 3 is available, and does not need a tiller server
languages|iot|C/C++|KEEP|TRUE|Bransjestandard for embedded utvikling.|De facto standard for embedded development
languages|iot|Embedded Rust|TEST|FALSE|Spennende språk med interessante egenskaper, ikke nådd critical mass enda.|Interesting language, but has not reached critical mass yet in terms of market adoption.
languages|iot|MicroPython|TEST|FALSE|Python for  små enheter, lett i bruk og viser interessant potensiale.|Python for embedded systems, shows potential given that it is quick to prototype with and stable enough for production use.
frameworks|iot|AWS IoT|ADOPT|TRUE|#1 IoT markedsleder.|#1 IoT market leader.
frameworks|iot|Embedded Linux|ADOPT|TRUE|Raspberry Pi + clones usage enablement. Low cost and good performance for many applications.|Raspberry Pi + clones
frameworks|iot|TensorFlow Lite for microcontrollers|TEST|FALSE|Integrert ML bruk er stigende pga mer effektiv opplæring og deling av denne.|Embedded ML is on the rise as uC with ML support is becoming more main stream.
frameworks|iot|GCP IoT Core|ADOPT|FALSE|#2 IoT market|#2 IoT market
frameworks|iot|Azure IoT Hub|TRIAL|FALSE|#3 IoT market|#3 IoT market
frameworks|iot|ROS (Robot Operating System)|TEST|FALSE|Monitor|Monitor
frameworks|iot|ESP-IDF|TRIAL|FALSE|ESP32 bare metal development ved behov|ESP32 bare metal development, as needed
frameworks|iot|Zephyr (RTOS)|TEST|FALSE|Nordic Semiconductor foretrukne rammeverk|Nordic Semiconductor backed framework for nRF52 and nRF91
frameworks|iot|Edge IoT|TEST|FALSE|Container basert offloading av funksjoner til IoT enheter|Container based offloading of functions to IoT devices
frameworks|iot|Balena|TEST|FALSE|Løsning for Linux based IoT device management|Framework for IoT Linux development
frameworks|iot|Mongoose mdash|TEST|FALSE|Solution for uC IoT device management|Solution for uC IoT device management
frameworks|iot|Mongoose OS|TEST|FALSE|Rammeverk for IoT uC enheter|Framework for IoT uC development
frameworks|iot|FreeRTOS|ADOPT|TRUE|Amazon backed RTOS used on ESP32/Nordic uC|Amazon backed RTOS used on ESP32/Nordic uC
frameworks|iot|Pycom|TEST|FALSE|Interessant IoT løsning basert på microPython|Interesting off-the-shelf IoT offering which includes everything you need.
frameworks|iot|Particle|TRIAL|TRUE|Interessant komplett IoT løsning basert på Arduino rammeverk|Interesting off-the-shelf IoT offering which includes everything you need.
communications|iot|MQTT|KEEP|TRUE|#1 IoT standard|#1 IoT standard
communications|iot|Protobuf|ADOPT|FALSE|Standardization|Standardization
communications|iot|I2C/SPI/CAN|KEEP|FALSE|uC standards|uC standards
communications|iot|Zigbee|TRIAL|FALSE|Home automation standard|Home automation standard
communications|iot|Z-Wave|TRIAL|FALSE|Home automation standard|Home automation standard
communications|iot|4G/5G(NB-IoT/Cat M1)|ADOPT|FALSE|Cellular standard|Cellular standard
communications|iot|BLE|ADOPT|FALSE|Smart device standard|Smart device standard
communications|iot|COAP|TRIAL|FALSE|#2 IoT standard|#2 IoT standard
communications|iot|LoRaWAN|TRIAL|TRUE|Lav terskel nettverksteknologi for sensorer|Low barrier network technology for sensors
communications|iot|Bluetooth Thread|TRIAL|FALSE|Monitor market adoption and applications as needed.|Monitor market adoption and applications as needed.
communications|iot|Iridium|TEST|FALSE|Customer driven|Customer driven
communications|iot|802.11|KEEP|FALSE|De facto standard|De facto standard
communications|iot|UWB|TEST|TRUE|Precise indoor location|Precise indoor location
communications|iot|Bluetooth DirectionFinding|TEST|FALSE|UWB is better?|UWB is better?
tools|iot|Fusion 360|KEEP|TRUE|Time to market, prototyping|Time to market, prototyping
tools|iot|FreeCAD|KEEP|TRUE|Time to market, prototyping|Time to market, prototyping
tools|iot|PlatformIO|ADOPT|TRUE|Time to market, prototyping|Time to market, prototyping
tools|iot|Arduino IDE|HOLD|FALSE|Too simplistic and there are better alternatives|Too simplistic and there are better alternatives
tools|iot|KiCAD|TEST|FALSE|Custom PCB capability|Custom PCB capability
tools|iot|Easy EDA|TEST|FALSE|Custom PCB capability|Custom PCB capability
tools|iot|Eagle EDA|TEST|FALSE|Custom PCB capability|Custom PCB capability
hardware|iot|Arduino|KEEP|TRUE|Time to market, prototyping|Time to market, prototyping
hardware|iot|ESP32|KEEP|TRUE|Swiss army knife, uC/IoT|Swiss army knife, uC/IoT
hardware|iot|STM32|ADOPT|FALSE|Industrial uC solutions|Industrial uC solutions
hardware|iot|FPGA|KEEP|FALSE|Rå ytelse, for applikasjoner som trenger dette.|Raw performance if you need it.
hardware|iot|Teensy|HOLD|FALSE|Bra for prototyping, uklar skaleringspotensiale|Excellent for protoyping, hard to scale up
hardware|iot|TPU (coral)|TEST|FALSE|Monitor market adoption and applications as needed.|Monitor market adoption and applications as needed.
hardware|iot|mmWave Radar|TEST|FALSE|Monitor market adoption and applications as needed.|Monitor market adoption and applications as needed.
hardware|iot|Raspberry PI Pico|TRIAL|FALSE|Cost/benefit +|Cost/benefit +
hardware|iot|ESP8266|HOLD|FALSE|Legacy component, superceded by ESP32.|Legacy component, superceded by ESP32.
hardware|iot|nRF9160|TRIAL|TRUE|SoC, Cat-M1 + ARM|SoC, Cat-M1 + ARM
hardware|iot|Jetson Nano|TEST|FALSE|Embedded ML board|Embedded ML board
languages|cybersec|Shell|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|Golang|ADOPT|TRUE|Industristandard.|Industry standard.
languages|cybersec|Python|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|REGO|TEST|FALSE|Industristandard.|Industry standard.
languages|cybersec|RegEx|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|Hyperscan|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|HashiCorp Configuration Language|TRIAL|FALSE|Industristandard.|Industry standard.
languages|cybersec|JSON|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|YAML|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|SQL|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|ZSH||FALSE|Industristandard.|Industry standard.
languages|cybersec|Bash|KEEP|FALSE|Industristandard.|Industry standard.
languages|cybersec|ZSH|ADOPT|FALSE|Industristandard.|Industry standard.
languages|cybersec|PHP|HOLD|FALSE|Nei. Need i say more?|No. Need i say more?
languages|cybersec|NOSQL|ADOPT|FALSE|Industristandard.|Industry standard.
frameworks|cybersec|OPA|TEST|FALSE|Industristandard.|Industry standard.
frameworks|cybersec|Gatekeeper|ADOPT|FALSE|Industristandard.|Industry standard.
frameworks|cybersec|Kubernetes|ADOPT|FALSE|Industristandard.|Industry standard.
frameworks|cybersec|GitHub Advanced Security|TRIAL|FALSE|Industristandard.|Industry standard.
frameworks|cybersec|NIST Cybersecurity Framework|ADOPT|FALSE|Industristandard.|Industry standard.
frameworks|cybersec|ISO 27000|HOLD|FALSE|Industristandard.|Industry standard.
methods|cybersec|Code Signing|ADOPT|FALSE|«Best practice» for integritetssjekk av kodeleveranse til infrastrukturplattform|
methods|cybersec|SBOM|TEST|FALSE|Fullstendig oversikt over avhengigheter. Gir verdi ved hendelser og sikkerhetsfeil i avhengigheter.|
methods|cybersec|ROS (RVA-analysis)|-|FALSE|Nødvendig del av sikkerhetsmetodikk. Forstå og evaluere (samt. dokumentere) potensielle risikoer for tjenester.|
methods|cybersec|SWOT|HOLD|FALSE|Vektet mot virksomhet- og organisatorisk sikkerhetsbilde.|
methods|cybersec|SecOps|ADOPT|FALSE|Integrasjon av sikkerhetsområde med driftområde. Automatisering av sikkerhetsmekanismer og innebygget-sikkerhet.|
methods|cybersec|Zero trust|ADOPT|FALSE|«Best practice» for tilgangskontroll. Vanligvis uoppnåelig og er heller noe en aspirerer til.|
methods|cybersec|Least privilege|ADOPT|FALSE|Industristandard. Minimumskrav for tilgangsstyring.|
methods|cybersec|Service Mesh|ADOPT|FALSE|Rammeverk for tjenestekommunikasjon. Brukt rikig styrker tilgangskontroll og sikkerhetsmetodikk. |
methods|cybersec|Ethical Hacking|TEST|FALSE|Forhindrer potensielt misbruk av tjenester ved å teste sikkerheten på en trygg måte.|
methods|cybersec|Red Team / Blue Team|TEST|FALSE|Øker og bistår til bedre |
procedures|cybersec|Code Signing|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Code Scanning|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Secret Scanning|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Dependency Graph|TRIAL|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Dependency Scanning|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Version pinning|KEEP|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Reverse Engineering|HOLD|FALSE|Industristandard.|Industry standard.
procedures|cybersec|DevSecOps|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|GitSecOps|TRIAL|FALSE|Industristandard.|Industry standard.
procedures|cybersec|CI/CD|KEEP|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Contninous upgrade|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Data governance|KEEP|FALSE|Industristandard.|Industry standard.
procedures|cybersec|SIEM|TRIAL|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Userless authentication||FALSE|Industristandard.|Industry standard.
procedures|cybersec|Policy Controller|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Container isolation|ADOPT|FALSE|Industristandard.|Industry standard.
procedures|cybersec|Virtual Private Network||FALSE|Industristandard.|Industry standard.
procedures|cybersec|Cryptogrophy||FALSE|Industristandard.|Industry standard.
tools|cybersec|cosign|TEST|FALSE|Industristandard.|Industry standard.
tools|cybersec|kube-notary|TEST|FALSE|Industristandard.|Industry standard.
tools|cybersec|Binary Authorization|TRIAL|FALSE|Industristandard.|Industry standard.
tools|cybersec|GCP *|TRIAL|FALSE|Industristandard.|Industry standard.
tools|cybersec|AWS *|TRIAL|FALSE|Industristandard.|Industry standard.
tools|cybersec|Azure *|HOLD|FALSE|Industristandard.|Industry standard.
tools|cybersec|Istio|TRIAL|FALSE|Industristandard.|Industry standard.
tools|cybersec|Snyk|TEST|FALSE|Industristandard.|Industry standard.
tools|cybersec|GitHub Advanced Security|TRIAL|FALSE|Industristandard.|Industry standard.
tools|cybersec|Splunk|TEST|FALSE|Industristandard.|Industry standard.
tools|cybersec|Datadog|TEST|FALSE|Industristandard.|Industry standard.
tools|cybersec|SolarWinds|HOLD|FALSE|Industristandard.|Industry standard.
tools|cybersec|Rapid7|TEST|FALSE|Industristandard.|Industry standard.
tools|cybersec|Workload Identity||FALSE|Industristandard.|Industry standard.
tools|cybersec|GKE Sandbox||FALSE|Industristandard.|Industry standard.
tools|cybersec|PodSecurityPolicy|HOLD|FALSE|Industristandard.|Industry standard.
tools|cybersec|Gatekeeper|ADOPT|FALSE|Industristandard.|Industry standard.
tools|cybersec|Config Management||FALSE|Industristandard.|Industry standard.
tools|cybersec|VIM|KEEP|FALSE|Industristandard.|Industry standard.
tools|cybersec|NANO|HOLD|FALSE|Industristandard.|Industry standard.
